id,date,country,store,product,num_sold,year
4999,2010-02-25,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
5089,2010-02-26,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
5179,2010-02-27,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5269,2010-02-28,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5359,2010-03-01,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
5449,2010-03-02,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5539,2010-03-03,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5629,2010-03-04,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5719,2010-03-05,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5809,2010-03-06,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
5899,2010-03-07,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
5989,2010-03-08,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
6079,2010-03-09,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
6169,2010-03-10,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
6259,2010-03-11,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
6349,2010-03-12,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
6439,2010-03-13,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
6529,2010-03-14,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
6619,2010-03-15,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
6709,2010-03-16,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
6799,2010-03-17,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
6889,2010-03-18,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
6979,2010-03-19,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7069,2010-03-20,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
7159,2010-03-21,Kenya,Discount Stickers,Kerneler Dark Mode,10.0,2010
7249,2010-03-22,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7339,2010-03-23,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7429,2010-03-24,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7519,2010-03-25,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7609,2010-03-26,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7699,2010-03-27,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7789,2010-03-28,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
7879,2010-03-29,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
7969,2010-03-30,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8059,2010-03-31,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8149,2010-04-01,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
8239,2010-04-02,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8329,2010-04-03,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
8419,2010-04-04,Kenya,Discount Stickers,Kerneler Dark Mode,10.0,2010
8509,2010-04-05,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8599,2010-04-06,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
8689,2010-04-07,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8779,2010-04-08,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8869,2010-04-09,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
8959,2010-04-10,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
9049,2010-04-11,Kenya,Discount Stickers,Kerneler Dark Mode,10.0,2010
9139,2010-04-12,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
9229,2010-04-13,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
9319,2010-04-14,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
9409,2010-04-15,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
9499,2010-04-16,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
9589,2010-04-17,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
9679,2010-04-18,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
9769,2010-04-19,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
9859,2010-04-20,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
9949,2010-04-21,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
10039,2010-04-22,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
10129,2010-04-23,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
10219,2010-04-24,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
10309,2010-04-25,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
10399,2010-04-26,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
10489,2010-04-27,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
10579,2010-04-28,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
10669,2010-04-29,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
10759,2010-04-30,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
10849,2010-05-01,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
10939,2010-05-02,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11029,2010-05-03,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
11119,2010-05-04,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11209,2010-05-05,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11299,2010-05-06,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11389,2010-05-07,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11479,2010-05-08,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11569,2010-05-09,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
11659,2010-05-10,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
11749,2010-05-11,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
11839,2010-05-12,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
11929,2010-05-13,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12019,2010-05-14,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12109,2010-05-15,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
12199,2010-05-16,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
12289,2010-05-17,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
12379,2010-05-18,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
12469,2010-05-19,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12559,2010-05-20,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
12649,2010-05-21,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12739,2010-05-22,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12829,2010-05-23,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
12919,2010-05-24,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13009,2010-05-25,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
13099,2010-05-26,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13189,2010-05-27,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
13279,2010-05-28,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
13369,2010-05-29,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
13459,2010-05-30,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
13549,2010-05-31,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13639,2010-06-01,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
13729,2010-06-02,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13819,2010-06-03,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13909,2010-06-04,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
13999,2010-06-05,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
14089,2010-06-06,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
14179,2010-06-07,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14269,2010-06-08,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
14359,2010-06-09,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14449,2010-06-10,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14539,2010-06-11,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14629,2010-06-12,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14719,2010-06-13,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
14809,2010-06-14,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
14899,2010-06-15,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
14989,2010-06-16,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
15079,2010-06-17,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15169,2010-06-18,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15259,2010-06-19,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15349,2010-06-20,Kenya,Discount Stickers,Kerneler Dark Mode,9.0,2010
15439,2010-06-21,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15529,2010-06-22,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15619,2010-06-23,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15709,2010-06-24,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
15799,2010-06-25,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15889,2010-06-26,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
15979,2010-06-27,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
16069,2010-06-28,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
16159,2010-06-29,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
16249,2010-06-30,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
16339,2010-07-01,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
16429,2010-07-02,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
16519,2010-07-03,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
16609,2010-07-04,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
16699,2010-07-05,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
16789,2010-07-06,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
16879,2010-07-07,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
16969,2010-07-08,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17059,2010-07-09,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17149,2010-07-10,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17239,2010-07-11,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17329,2010-07-12,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
17419,2010-07-13,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
17509,2010-07-14,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17599,2010-07-15,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
17689,2010-07-16,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
17779,2010-07-17,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
17869,2010-07-18,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
17959,2010-07-19,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
18049,2010-07-20,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18139,2010-07-21,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18229,2010-07-22,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18319,2010-07-23,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18409,2010-07-24,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18499,2010-07-25,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
18589,2010-07-26,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18679,2010-07-27,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
18769,2010-07-28,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
18859,2010-07-29,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
18949,2010-07-30,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19039,2010-07-31,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
19129,2010-08-01,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19219,2010-08-02,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19309,2010-08-03,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
19399,2010-08-04,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
19489,2010-08-05,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19579,2010-08-06,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19669,2010-08-07,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
19759,2010-08-08,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
19849,2010-08-09,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
19939,2010-08-10,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
20029,2010-08-11,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
20119,2010-08-12,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
20209,2010-08-13,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20299,2010-08-14,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20389,2010-08-15,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20479,2010-08-16,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
20569,2010-08-17,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20659,2010-08-18,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
20749,2010-08-19,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20839,2010-08-20,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
20929,2010-08-21,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
21019,2010-08-22,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
21109,2010-08-23,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21199,2010-08-24,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21289,2010-08-25,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21379,2010-08-26,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21469,2010-08-27,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21559,2010-08-28,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
21649,2010-08-29,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
21739,2010-08-30,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21829,2010-08-31,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
21919,2010-09-01,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22009,2010-09-02,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22099,2010-09-03,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22189,2010-09-04,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22279,2010-09-05,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
22369,2010-09-06,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22459,2010-09-07,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22549,2010-09-08,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22639,2010-09-09,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22729,2010-09-10,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
22819,2010-09-11,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
22909,2010-09-12,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
22999,2010-09-13,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23089,2010-09-14,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
23179,2010-09-15,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23269,2010-09-16,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23359,2010-09-17,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
23449,2010-09-18,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
23539,2010-09-19,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
23629,2010-09-20,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23719,2010-09-21,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23809,2010-09-22,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23899,2010-09-23,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
23989,2010-09-24,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24079,2010-09-25,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
24169,2010-09-26,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
24259,2010-09-27,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24349,2010-09-28,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24439,2010-09-29,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24529,2010-09-30,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24619,2010-10-01,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24709,2010-10-02,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
24799,2010-10-03,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
24889,2010-10-04,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
24979,2010-10-05,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25069,2010-10-06,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25159,2010-10-07,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25249,2010-10-08,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25339,2010-10-09,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
25429,2010-10-10,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
25519,2010-10-11,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25609,2010-10-12,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
25699,2010-10-13,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
25789,2010-10-14,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
25879,2010-10-15,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
25969,2010-10-16,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
26059,2010-10-17,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
26149,2010-10-18,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26239,2010-10-19,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26329,2010-10-20,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26419,2010-10-21,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26509,2010-10-22,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
26599,2010-10-23,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
26689,2010-10-24,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
26779,2010-10-25,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26869,2010-10-26,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
26959,2010-10-27,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27049,2010-10-28,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
27139,2010-10-29,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
27229,2010-10-30,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27319,2010-10-31,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27409,2010-11-01,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
27499,2010-11-02,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27589,2010-11-03,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
27679,2010-11-04,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
27769,2010-11-05,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27859,2010-11-06,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
27949,2010-11-07,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
28039,2010-11-08,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28129,2010-11-09,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28219,2010-11-10,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28309,2010-11-11,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
28399,2010-11-12,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
28489,2010-11-13,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
28579,2010-11-14,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
28669,2010-11-15,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28759,2010-11-16,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28849,2010-11-17,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
28939,2010-11-18,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
29029,2010-11-19,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29119,2010-11-20,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
29209,2010-11-21,Kenya,Discount Stickers,Kerneler Dark Mode,8.0,2010
29299,2010-11-22,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29389,2010-11-23,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29479,2010-11-24,Kenya,Discount Stickers,Kerneler Dark Mode,5.0,2010
29569,2010-11-25,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29659,2010-11-26,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29749,2010-11-27,Kenya,Discount Stickers,Kerneler Dark Mode,6.0,2010
29839,2010-11-28,Kenya,Discount Stickers,Kerneler Dark Mode,7.0,2010
